TE	tissue	strainTE	effect	strainBreakpoint	epigeneticEffect	histone.x	spread	average	frequency	problem	threshold	histone
3R_25883847_25883847_S-element	gut	AKA-017	depletion	SLA-001	1	H3K9me3	1	-32.065	1	N	threshold=1	bivalent
3R_25883847_25883847_S-element	gut	AKA-017	depletion	TOM-007	1	H3K9me3	1	-28.03	1	N	threshold=1	bivalent
3R_25883847_25883847_S-element	head	AKA-017	increment	MUN-016	1	H3K9me3	1	46.096	1	N	threshold=1	H3K9me3
3R_25883847_25883847_S-element	head	AKA-017	increment	SLA-001	1	H3K9me3	1	42.093	1	N	threshold=1	H3K9me3
3R_25883847_25883847_S-element	head	AKA-017	increment	TOM-007	1	H3K9me3	1	14.85	1	N	threshold=1	H3K9me3
3R_25883847_25883847_S-element	ovary	AKA-017	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25883847_25883847_S-element	ovary	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25883847_25883847_S-element	ovary	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25911544_25911544_H	gut	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25911544_25911544_H	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25911544_25911544_H	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25911544_25911544_H	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25911544_25911544_H	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25911544_25911544_H	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25911544_25911544_H	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25911544_25911544_H	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_25911544_25911544_H	ovary	MUN-016	depletion	AKA-017	1	H3K27ac	1	-16.86	1	N	threshold=1	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	JUT-011	1	H3K27ac	1	-15.861	1	N	threshold=1	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	TOM-007	1	H3K27ac	1	-21.575	1	N	threshold=1	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	AKA-017	1	H3K9me3	1	-26.674	1	N	consistent	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	JUT-011	1	H3K9me3	1	-19.448	1	N	consistent	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	SLA-001	1	H3K9me3	1	-17.236	1	N	consistent	bivalent
3R_25911544_25911544_H	ovary	MUN-016	depletion	TOM-007	1	H3K9me3	1	-35.909	1	N	consistent	bivalent
3R_25959214_25959214_pogo	gut	MUN-016	depletion	AKA-017	1	H3K9me3	1	-30.491	1	N	consistent	H3K9me3
3R_25959214_25959214_pogo	gut	MUN-016	depletion	JUT-011	1	H3K9me3	1	-15.245	1	N	consistent	H3K9me3
3R_25959214_25959214_pogo	gut	MUN-016	depletion	SLA-001	1	H3K9me3	1	-12.736	1	N	consistent	H3K9me3
3R_25959214_25959214_pogo	gut	MUN-016	depletion	TOM-007	1	H3K9me3	1	-10.548	1	N	consistent	H3K9me3
3R_25959214_25959214_pogo	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	gut	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	gut	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25959214_25959214_pogo	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	AKA-017	1	H3K27ac	2	-17.196	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	JUT-011	1	H3K27ac	1	-16.656	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	SLA-001	1	H3K27ac	1	-30.002	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	TOM-007	1	H3K27ac	1	-17.986	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	AKA-017	1	H3K9me3	2	-19.402	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	JUT-011	1	H3K9me3	3	-25.973	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	SLA-001	1	H3K9me3	2	-40.406	1	N	consistent	bivalent
3R_25959214_25959214_pogo	ovary	MUN-016	depletion	TOM-007	1	H3K9me3	6	-38.907	1	N	consistent	bivalent
3R_25983018_25983018_H	gut	MUN-016	depletion	AKA-017	1	H3K9me3	2	-18.317	1	N	threshold=1	H3K9me3
3R_25983018_25983018_H	gut	MUN-016	depletion	JUT-011	1	H3K9me3	1	-19.042	1	N	threshold=1	H3K9me3
3R_25983018_25983018_H	gut	MUN-016	depletion	TOM-007	1	H3K9me3	1	-15.8	1	N	threshold=1	H3K9me3
3R_25983018_25983018_H	gut	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25983018_25983018_H	gut	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25983018_25983018_H	gut	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_25983018_25983018_H	head	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	head	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	head	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	head	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	head	MUN-016	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25983018_25983018_H	head	MUN-016	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25983018_25983018_H	head	MUN-016	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25983018_25983018_H	head	MUN-016	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_25983018_25983018_H	ovary	MUN-016	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	ovary	MUN-016	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	ovary	MUN-016	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_25983018_25983018_H	ovary	MUN-016	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	gut	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	head	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	ovary	SLA-001	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	ovary	SLA-001	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	ovary	SLA-001	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26023305_26023358_jockey	ovary	SLA-001	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26160199_26160199_roo	gut	AKA-017	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26160199_26160199_roo	ovary	AKA-017	increment	JUT-011	1	H3K27ac	2	15.062	1	N	threshold=1	H3K27ac
3R_26160199_26160199_roo	ovary	AKA-017	increment	MUN-016	1	H3K27ac	2	8.948	1	N	threshold=1	H3K27ac
3R_26160199_26160199_roo	ovary	AKA-017	increment	SLA-001	1	H3K27ac	3	32.02	1	N	threshold=1	H3K27ac
3R_26171271_26171273_roo	gut	JUT-011	increment	AKA-017	1	H3K9me3	2	43.763	1	N	consistent	H3K9me3
3R_26171271_26171273_roo	gut	JUT-011	increment	MUN-016	1	H3K9me3	6	45.432	1	N	consistent	H3K9me3
3R_26171271_26171273_roo	gut	JUT-011	increment	SLA-001	1	H3K9me3	4	24.733	1	N	consistent	H3K9me3
3R_26171271_26171273_roo	gut	JUT-011	increment	TOM-007	1	H3K9me3	4	19.654	1	N	consistent	H3K9me3
3R_26171271_26171273_roo	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26171271_26171273_roo	gut	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26171271_26171273_roo	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26171271_26171273_roo	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26171271_26171273_roo	head	JUT-011	increment	MUN-016	1	H3K9me3	10	53.96	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	head	JUT-011	increment	SLA-001	1	H3K9me3	10	44.016	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	head	JUT-011	increment	TOM-007	1	H3K9me3	3	35.778	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	ovary	JUT-011	increment	AKA-017	1	H3K9me3	1	49.399	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	ovary	JUT-011	increment	MUN-016	1	H3K9me3	2	34.888	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	ovary	JUT-011	increment	SLA-001	1	H3K9me3	3	27.946	1	N	threshold=1	H3K9me3
3R_26171271_26171273_roo	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26171271_26171273_roo	ovary	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26171271_26171273_roo	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26194931_26194934_F-element	gut	JUT-011	increment	MUN-016	1	H3K27ac	3	44.206	1	N	threshold=1	H3K27ac
3R_26194931_26194934_F-element	gut	JUT-011	increment	SLA-001	1	H3K27ac	4	28.989	1	N	threshold=1	H3K27ac
3R_26194931_26194934_F-element	gut	JUT-011	increment	TOM-007	1	H3K27ac	2	28.093	1	N	threshold=1	H3K27ac
3R_26194931_26194934_F-element	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26194931_26194934_F-element	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26194931_26194934_F-element	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26194931_26194934_F-element	ovary	JUT-011	increment	AKA-017	1	H3K9me3	1	23.178	1	N	threshold=1	H3K9me3
3R_26194931_26194934_F-element	ovary	JUT-011	increment	MUN-016	1	H3K9me3	4	66.351	1	N	threshold=1	H3K9me3
3R_26194931_26194934_F-element	ovary	JUT-011	increment	SLA-001	1	H3K9me3	4	19.918	1	N	threshold=1	H3K9me3
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	ovary	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	ovary	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26199725_26199729_I-element	ovary	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	gut	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	gut	TOM-007	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	gut	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	head	TOM-007	increment	AKA-017	1	H3K27ac	13	12.271	1	N	threshold=1	H3K27ac
3R_26209968_26209968_Ivk	head	TOM-007	increment	JUT-011	1	H3K27ac	1	17.059	1	N	threshold=1	H3K27ac
3R_26209968_26209968_Ivk	head	TOM-007	increment	SLA-001	1	H3K27ac	1	12.199	1	N	threshold=1	H3K27ac
3R_26209968_26209968_Ivk	head	TOM-007	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	head	TOM-007	noEnrichment	JUT-011	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	head	TOM-007	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26209968_26209968_Ivk	ovary	TOM-007	increment	JUT-011	1	H3K9me3	3	10.054	1	N	threshold=1	H3K9me3
3R_26209968_26209968_Ivk	ovary	TOM-007	increment	MUN-016	1	H3K9me3	6	12.658	1	N	threshold=1	H3K9me3
3R_26209968_26209968_Ivk	ovary	TOM-007	increment	SLA-001	1	H3K9me3	2	18.983	1	N	threshold=1	H3K9me3
3R_26209968_26209968_Ivk	ovary	TOM-007	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26209968_26209968_Ivk	ovary	TOM-007	noEnrichment	JUT-011	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26209968_26209968_Ivk	ovary	TOM-007	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26209968_26209968_Ivk	ovary	TOM-007	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	head	JUT-011	depletion	AKA-017	1	H3K27ac	3	-18.819	1	N	consistent	H3K27ac
3R_26253942_26253945_jockey	head	JUT-011	depletion	MUN-016	1	H3K27ac	3	-6.336	1	N	consistent	H3K27ac
3R_26253942_26253945_jockey	head	JUT-011	depletion	SLA-001	1	H3K27ac	2	-8.161	1	N	consistent	H3K27ac
3R_26253942_26253945_jockey	head	JUT-011	depletion	TOM-007	1	H3K27ac	3	-27.663	1	N	consistent	H3K27ac
3R_26253942_26253945_jockey	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26253942_26253945_jockey	ovary	JUT-011	increment	AKA-017	1	H3K9me3	1	162.565	1	N	consistent	H3K9me3
3R_26253942_26253945_jockey	ovary	JUT-011	increment	MUN-016	1	H3K9me3	1	88.31	1	N	consistent	H3K9me3
3R_26253942_26253945_jockey	ovary	JUT-011	increment	SLA-001	1	H3K9me3	1	157.24	1	N	consistent	H3K9me3
3R_26253942_26253945_jockey	ovary	JUT-011	increment	TOM-007	1	H3K9me3	1	112.652	1	N	consistent	H3K9me3
3R_26253942_26253945_jockey	ovary	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26253942_26253945_jockey	ovary	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	threshold=1_noEnrichment	H3K27ac
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26254562_26254564_H	gut	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	threshold=1_noEnrichment	H3K9me3
3R_26254562_26254564_H	head	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	head	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	head	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	head	JUT-011	noEnrichment	TOM-007	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	head	JUT-011	noEnrichment	AKA-017	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26254562_26254564_H	head	JUT-011	noEnrichment	MUN-016	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26254562_26254564_H	head	JUT-011	noEnrichment	SLA-001	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26254562_26254564_H	head	JUT-011	noEnrichment	TOM-007	0	H3K9me3	0	0	1	N	consistent_noEnrichment	H3K9me3
3R_26254562_26254564_H	ovary	JUT-011	increment	AKA-017	1	H3K9me3	1	69.751	1	N	consistent	H3K9me3
3R_26254562_26254564_H	ovary	JUT-011	increment	MUN-016	1	H3K9me3	1	66.916	1	N	consistent	H3K9me3
3R_26254562_26254564_H	ovary	JUT-011	increment	SLA-001	1	H3K9me3	1	70.838	1	N	consistent	H3K9me3
3R_26254562_26254564_H	ovary	JUT-011	increment	TOM-007	1	H3K9me3	1	43.386	1	N	consistent	H3K9me3
3R_26254562_26254564_H	ovary	JUT-011	noEnrichment	AKA-017	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	ovary	JUT-011	noEnrichment	MUN-016	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
3R_26254562_26254564_H	ovary	JUT-011	noEnrichment	SLA-001	0	H3K27ac	0	0	1	N	consistent_noEnrichment	H3K27ac
